=== VTF Upscaler 7.0.0 Log — 2026-02-17 23:34:56 ===

[23:34:56] ⚡ Using cached scan for 736 files (instant)...
[23:34:56] ⊖ Skipped 408 files: 145x already 4096x4096, 34x 4096x2048, 9x mask texture, 3x 2048x4096, 2x 1024x4096
[23:34:56] 🔍 Scan done: 328 to upscale (119.7 MB), 408 skipped | batch size: 200
[23:34:56] 📦 Batch 1/2 (200 files)...
[23:35:34] [GPU] [0 NVIDIA GeForce RTX 4080 SUPER]  fp16-p/s/u/a=1/1/1/1  int8-p/s/u/a=1/1/1/1  bf16-p/s=1/1
[23:35:34] [GPU] [0 NVIDIA GeForce RTX 4080 SUPER]  subgroup=32(32~32)  ops=1/1/1/1/1/1/1/1/1/1
[23:35:34] [GPU] [0 NVIDIA GeForce RTX 4080 SUPER]  fp16-cm=16x16x16/16x8x16/16x8x8  int8-cm=16x16x32/16x8x32  bf16-cm=16x16x16  fp8-cm=16x16x32
[23:35:34] [GPU] [1 AMD Radeon(TM) Graphics]  queueC=1[2]  queueT=2[1]
[23:35:34] [GPU] [1 AMD Radeon(TM) Graphics]  fp16-p/s/u/a=1/1/1/1  int8-p/s/u/a=1/1/1/1  bf16-p/s=1/0
[23:35:34] [GPU] [1 AMD Radeon(TM) Graphics]  subgroup=64(32~64)  ops=1/1/1/1/1/1/1/1/0/0
[23:35:34] [GPU] [1 AMD Radeon(TM) Graphics]  fp16-cm=0  int8-cm=0  bf16-cm=0  fp8-cm=0
[23:35:36] [GPU] R:\_batch_TALL/0192.bmp -> G:\_vtf_scratch\vtf_out_1_1771371296\output/0192.png done
[23:35:36] [GPU] R:\_batch_TALL/0194.bmp -> G:\_vtf_scratch\vtf_out_1_1771371296\output/0194.png done
[23:35:37] [GPU] R:\_batch_TALL/0195.bmp -> G:\_vtf_scratch\vtf_out_1_1771371296\output/0195.png done
[23:35:37] [GPU] R:\_batch_TALL/0196.bmp -> G:\_vtf_scratch\vtf_out_1_1771371296\output/0196.png done
[23:35:37] [GPU] R:\_batch_TALL/0197.bmp -> G:\_vtf_scratch\vtf_out_1_1771371296\output/0197.png done
[23:35:37] [GPU] R:\_batch_TALL/0198.bmp -> G:\_vtf_scratch\vtf_out_1_1771371296\output/0198.png done
[23:35:41] ⚠ GPU batch 1: 42 corrupted outputs detected — re-processing with safe settings...
[23:35:44] [GPU] [0 NVIDIA GeForce RTX 4080 SUPER]  queueC=2[8]  queueT=1[2]
[23:35:44] [GPU] [0 NVIDIA GeForce RTX 4080 SUPER]  fp16-p/s/u/a=1/1/1/1  int8-p/s/u/a=1/1/1/1  bf16-p/s=1/1
[23:35:44] [GPU] [0 NVIDIA GeForce RTX 4080 SUPER]  subgroup=32(32~32)  ops=1/1/1/1/1/1/1/1/1/1
[23:35:44] [GPU] [0 NVIDIA GeForce RTX 4080 SUPER]  fp16-cm=16x16x16/16x8x16/16x8x8  int8-cm=16x16x32/16x8x32  bf16-cm=16x16x16  fp8-cm=16x16x32
[23:35:44] [GPU] [1 AMD Radeon(TM) Graphics]  queueC=1[2]  queueT=2[1]
[23:35:44] [GPU] [1 AMD Radeon(TM) Graphics]  fp16-p/s/u/a=1/1/1/1  int8-p/s/u/a=1/1/1/1  bf16-p/s=1/0
[23:35:44] [GPU] [1 AMD Radeon(TM) Graphics]  subgroup=64(32~64)  ops=1/1/1/1/1/1/1/1/0/0
[23:35:44] [GPU] [1 AMD Radeon(TM) Graphics]  fp16-cm=0  int8-cm=0  bf16-cm=0  fp8-cm=0
[23:35:44] [GPU] R:\vtf_batch_1_1771371296\safe_input/0001.bmp -> G:\_vtf_scratch\vtf_out_1_1771371296\output/0001.png done
[23:35:45] [GPU] R:\vtf_batch_1_1771371296\safe_input/0036.bmp -> G:\_vtf_scratch\vtf_out_1_1771371296\output/0036.png done
[23:35:45] [GPU] R:\vtf_batch_1_1771371296\safe_input/0017.bmp -> G:\_vtf_scratch\vtf_out_1_1771371296\output/0017.png done
[23:35:45] [GPU] R:\vtf_batch_1_1771371296\safe_input/0024.bmp -> G:\_vtf_scratch\vtf_out_1_1771371296\output/0024.png done
[23:35:45] [GPU] R:\vtf_batch_1_1771371296\safe_input/0079.bmp -> G:\_vtf_scratch\vtf_out_1_1771371296\output/0079.png done
[23:35:45] [GPU] R:\vtf_batch_1_1771371296\safe_input/0111.bmp -> G:\_vtf_scratch\vtf_out_1_1771371296\output/0111.png done
[23:35:45] [GPU] R:\vtf_batch_1_1771371296\safe_input/0141.bmp -> G:\_vtf_scratch\vtf_out_1_1771371296\output/0141.png done
[23:35:45] [GPU] R:\vtf_batch_1_1771371296\safe_input/0150.bmp -> G:\_vtf_scratch\vtf_out_1_1771371296\output/0150.png done
[23:35:46] [GPU] R:\vtf_batch_1_1771371296\safe_input/0155.bmp -> G:\_vtf_scratch\vtf_out_1_1771371296\output/0155.png done
[23:35:46] [GPU] R:\vtf_batch_1_1771371296\safe_input/0156.bmp -> G:\_vtf_scratch\vtf_out_1_1771371296\output/0156.png done
[23:35:46] [GPU] R:\vtf_batch_1_1771371296\safe_input/0157.bmp -> G:\_vtf_scratch\vtf_out_1_1771371296\output/0157.png done
[23:35:46] [GPU] R:\vtf_batch_1_1771371296\safe_input/0158.bmp -> G:\_vtf_scratch\vtf_out_1_1771371296\output/0158.png done
[23:35:47] [GPU] R:\vtf_batch_1_1771371296\safe_input/0159.bmp -> G:\_vtf_scratch\vtf_out_1_1771371296\output/0159.png done
[23:35:47] [GPU] R:\vtf_batch_1_1771371296\safe_input/0160.bmp -> G:\_vtf_scratch\vtf_out_1_1771371296\output/0160.png done
[23:35:47] [GPU] R:\vtf_batch_1_1771371296\safe_input/0161.bmp -> G:\_vtf_scratch\vtf_out_1_1771371296\output/0161.png done
[23:35:47] [GPU] R:\vtf_batch_1_1771371296\safe_input/0162.bmp -> G:\_vtf_scratch\vtf_out_1_1771371296\output/0162.png done
[23:35:48] [GPU] R:\vtf_batch_1_1771371296\safe_input/0164.bmp -> G:\_vtf_scratch\vtf_out_1_1771371296\output/0164.png done
[23:35:48] [GPU] R:\vtf_batch_1_1771371296\safe_input/0163.bmp -> G:\_vtf_scratch\vtf_out_1_1771371296\output/0163.png done
[23:35:48] [GPU] R:\vtf_batch_1_1771371296\safe_input/0166.bmp -> G:\_vtf_scratch\vtf_out_1_1771371296\output/0166.png done
[23:35:48] [GPU] R:\vtf_batch_1_1771371296\safe_input/0165.bmp -> G:\_vtf_scratch\vtf_out_1_1771371296\output/0165.png done
[23:35:49] [GPU] R:\vtf_batch_1_1771371296\safe_input/0168.bmp -> G:\_vtf_scratch\vtf_out_1_1771371296\output/0168.png done
[23:35:49] [GPU] R:\vtf_batch_1_1771371296\safe_input/0167.bmp -> G:\_vtf_scratch\vtf_out_1_1771371296\output/0167.png done
[23:35:49] [GPU] R:\vtf_batch_1_1771371296\safe_input/0170.bmp -> G:\_vtf_scratch\vtf_out_1_1771371296\output/0170.png done
[23:35:49] [GPU] R:\vtf_batch_1_1771371296\safe_input/0169.bmp -> G:\_vtf_scratch\vtf_out_1_1771371296\output/0169.png done
[23:35:50] [GPU] R:\vtf_batch_1_1771371296\safe_input/0171.bmp -> G:\_vtf_scratch\vtf_out_1_1771371296\output/0171.png done
[23:35:50] [GPU] R:\vtf_batch_1_1771371296\safe_input/0172.bmp -> G:\_vtf_scratch\vtf_out_1_1771371296\output/0172.png done
[23:35:50] [GPU] R:\vtf_batch_1_1771371296\safe_input/0174.bmp -> G:\_vtf_scratch\vtf_out_1_1771371296\output/0174.png done
[23:35:50] [GPU] R:\vtf_batch_1_1771371296\safe_input/0173.bmp -> G:\_vtf_scratch\vtf_out_1_1771371296\output/0173.png done
[23:35:51] [GPU] R:\vtf_batch_1_1771371296\safe_input/0175.bmp -> G:\_vtf_scratch\vtf_out_1_1771371296\output/0175.png done
[23:35:51] [GPU] R:\vtf_batch_1_1771371296\safe_input/0176.bmp -> G:\_vtf_scratch\vtf_out_1_1771371296\output/0176.png done
[23:35:51] [GPU] R:\vtf_batch_1_1771371296\safe_input/0178.bmp -> G:\_vtf_scratch\vtf_out_1_1771371296\output/0178.png done
[23:35:51] [GPU] R:\vtf_batch_1_1771371296\safe_input/0177.bmp -> G:\_vtf_scratch\vtf_out_1_1771371296\output/0177.png done
[23:35:52] [GPU] R:\vtf_batch_1_1771371296\safe_input/0179.bmp -> G:\_vtf_scratch\vtf_out_1_1771371296\output/0179.png done
[23:35:52] [GPU] R:\vtf_batch_1_1771371296\safe_input/0180.bmp -> G:\_vtf_scratch\vtf_out_1_1771371296\output/0180.png done
[23:35:52] [GPU] R:\vtf_batch_1_1771371296\safe_input/0182.bmp -> G:\_vtf_scratch\vtf_out_1_1771371296\output/0182.png done
[23:35:52] [GPU] R:\vtf_batch_1_1771371296\safe_input/0181.bmp -> G:\_vtf_scratch\vtf_out_1_1771371296\output/0181.png done
[23:35:53] [GPU] R:\vtf_batch_1_1771371296\safe_input/0184.bmp -> G:\_vtf_scratch\vtf_out_1_1771371296\output/0184.png done
[23:35:53] [GPU] R:\vtf_batch_1_1771371296\safe_input/0183.bmp -> G:\_vtf_scratch\vtf_out_1_1771371296\output/0183.png done
[23:35:53] [GPU] R:\vtf_batch_1_1771371296\safe_input/0186.bmp -> G:\_vtf_scratch\vtf_out_1_1771371296\output/0186.png done
[23:35:53] [GPU] R:\vtf_batch_1_1771371296\safe_input/0185.bmp -> G:\_vtf_scratch\vtf_out_1_1771371296\output/0185.png done
[23:35:53] [GPU] R:\vtf_batch_1_1771371296\safe_input/0193.bmp -> G:\_vtf_scratch\vtf_out_1_1771371296\output/0193.png done
[23:35:53] [GPU] R:\vtf_batch_1_1771371296\safe_input/0187.bmp -> G:\_vtf_scratch\vtf_out_1_1771371296\output/0187.png done
[23:35:56] ⚠ GPU batch 1: 1 files still dark after safe retry
[23:35:56] ✗ normal_8x8.vtf: AI output missing or corrupted
[23:35:56] ✗ visor.vtf: AI output missing or corrupted
[23:36:02] ✓ 2ab_helm.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:36:02] ✓ bacta_shell.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:36:03] ✓ gmbackpack.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:36:03] ✓ helmet.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:36:03] ✓ gmbackpack.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:36:03] ✓ helmet.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:36:03] ✓ helmet.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:36:03] ✓ p1facec.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:36:05] ✓ legs.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:36:07] ✓ p3pilot.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:36:07] ✓ p3pilot2.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:36:07] ✓ arc_enlisted_gear1.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:36:07] ✓ commanderwolffedc15.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:36:07] ✓ helmet.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:36:08] ✓ helmet332.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:36:08] ⚠ pauldron.vtf: 512x512 → 4096x4096 [AI] (10.7MB) ⚠️ FLAT
[23:36:11] ✓ phase2helmet.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:36:11] ✓ body.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:36:11] ⚠ commanderwolffedc15_d.vtf: 512x512 → 4096x4096 [AI] (10.7MB) ⚠️ SUSPECT
[23:36:11] ⚠ commanderwolffedc15_d2.vtf: 512x512 → 4096x4096 [AI] (10.7MB) ⚠️ SUSPECT
[23:36:11] ✓ demopack.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:36:12] ✓ e22_lowres.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:36:12] ⚠ helm12.vtf: 512x512 → 4096x4096 [AI] (10.7MB) ⚠️ FLAT
[23:36:12] ✓ helm2.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:36:12] ✓ helm22.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:36:13] ✓ arf1.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:36:13] ✓ arf2.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:36:13] ✓ arf3.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:36:17] ✓ phase2helmet.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:36:17] ✓ skirt.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:36:17] ✓ flamethrower.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:36:17] ✓ barrettsaber.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:36:17] ✓ visor.vtf: 128x64 → 4096x2048 [AI] (10.7MB)
[23:36:17] ✓ p1_helmet.vtf: 512x256 → 4096x2048 [AI] (10.7MB)
[23:36:17] ⚠ pauldron.vtf: 256x512 → 2048x4096 [AI] (10.7MB) ⚠️ FLAT
[23:36:17] ✓ evo_face.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:36:17] ✓ evo_face1.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:36:17] ✓ evo_face2.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:36:18] ✓ evo_face3.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:36:18] ✓ evo_face4.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:36:21] ✓ 2abhelm.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:36:21] ✓ skirt.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:36:24] ✓ 2abhelm.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:36:24] ✓ enlleg.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:36:24] ✓ skirt.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:36:29] ✓ 2abhelm.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:36:29] ✓ 2abhelm.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:36:29] ✓ 2abhelm1.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:36:29] ✓ 2abhelm2.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:36:30] Generating AI preview with realesrgan-x4plus-anime...
[23:36:32] ✓ AI preview: AI (realesrgan-x4plus-anime)
[23:36:32] ✓ 2abhelm3.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:36:32] ✓ enlleg3.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:36:32] ✓ arf1.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:36:32] ✓ arf11.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:36:32] ✓ arf1.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:36:32] ✓ enlisted2.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:36:32] ✓ skirt.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:36:32] ✓ coat.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:36:32] ✓ engineer.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:36:32] ✓ ct_fbi_upperbody.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:36:37] ✓ shoulder.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:36:37] ✓ arc_enlisted_gear1.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:36:37] ✓ skirt.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:36:37] ✓ arc_enlisted_gear11.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:36:37] ✓ arf1.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:36:37] ✓ arf1.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:36:37] ✓ skirt.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:36:37] ✓ arc_enlisted_gear1.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:36:37] ✓ p15_helm.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:36:37] ✓ skirt.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:36:37] ✓ skirt.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:36:37] ✓ skirt.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:36:37] ✓ skirt.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:36:42] ✓ p1backpack.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:36:42] ✓ 327th shoulder.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:36:42] ✓ arcforearm.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:36:42] ✓ enlisted2.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:36:42] ✓ neyostrap.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:36:42] ⚠ pauldron.vtf: 512x512 → 4096x4096 [AI] (10.7MB) ⚠️ DARK
[23:36:44] ✓ p15_helm.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:36:45] ✓ p15_helm1.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:36:46] ✓ p15_helm2.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:36:46] ✓ p15_helm3.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:36:46] ✓ skirt.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:36:46] ✓ arc_enlisted_gear1.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:36:46] ✓ arc_enlisted_gear11.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:36:46] ✓ arc_enlisted_gear13.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:36:47] ✓ arc_enlisted_gear15.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:36:49] ✓ arc_enlisted_gear16.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:36:49] ✓ skirt1.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:36:49] ✓ skirt4.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:36:49] ✓ skirt6.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:36:51] ✓ arc_enlisted_gear1.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:36:51] ✓ arc_enlisted_gear11.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:36:51] ✓ arc_enlisted_gear12.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:36:53] ✓ p15_helm.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:36:54] ✓ p15_helm1.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:36:54] ✓ p15_helm2.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:36:55] ✓ p15_helm3.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:36:55] ✓ skirt.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:36:55] ✓ skirt1.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:36:55] ✓ skirt2.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:36:55] ✓ backpack.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:36:55] ✓ cloak.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:36:55] ✓ extra_pieces-2.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:36:55] ✓ skirt.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:37:00] ✓ 2abhelm.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:37:00] ✓ beehead.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:37:00] ✓ robotlegs.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:37:00] ✓ skirt.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:37:00] ⚠ 327th shoulder.vtf: 512x512 → 4096x4096 [AI] (10.7MB) ⚠️ FLAT
[23:37:00] ✓ 327th shoulder2.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:37:00] ✓ arc_enlisted_gear2.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:37:00] ✓ ct_fbi_upperbody.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:37:00] ✓ emiss.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:37:00] ✓ emiss1.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:37:00] ✓ limbs.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:37:00] ⚠ body2.vtf: 512x512 → 4096x4096 [AI] (10.7MB) ⚠️ SUSPECT
[23:37:00] ✓ f_face.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:37:00] ✓ hair.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:37:12] ✓ droid_b2.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:37:12] ✓ droid_b3.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:37:12] ✓ droid_b4.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:37:12] ✓ b2_body2.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:37:12] ✓ b2_body3.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:37:12] ✓ droid.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:37:12] ✓ droid2.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:37:12] ✓ droid3.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:37:14] ✓ droid4.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:37:19] ✓ fungal.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:37:19] ✓ fungalg.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:37:20] ✓ fungal.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:37:20] ✓ fungalg.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:37:22] ✓ phase2helmet.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:37:22] ✓ zomb.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:37:22] ✓ chestplate.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:37:22] ✓ chestplate1.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:37:22] ✓ evo_face.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:37:22] ✓ evo_face1.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:37:25] ✓ eweb_backpack.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:37:25] ⚠ legs.vtf: 512x512 → 4096x4096 [AI] (10.7MB) ⚠️ DARK
[23:37:25] ⚠ legs1.vtf: 512x512 → 4096x4096 [AI] (10.7MB) ⚠️ SUSPECT
[23:37:25] ✓ survivalbag.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:37:27] ✓ hair.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:37:27] ✓ coat.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:37:27] ✓ helmet.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:37:30] ✓ chagrian.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:37:30] ✓ mask.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:37:30] ✓ survivalbag.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:37:30] ⚠ wear_human_male_head_cloneseason4codyhelm_cody_c.vtf: 512x512 → 4096x4096 [AI] (10.7MB) ⚠️ DARK
[23:37:32] ✓ k16_bryar.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:37:32] ✓ vibroblade.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:37:32] ✓ arc_enlisted_gear1.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:37:32] ✓ skirt.vtf: 512x512 → 4096x4096 [AI] (10.7MB)
[23:37:32] ✓ helmet_pilot.vtf: 1024x512 → 4096x2048 [AI] (5.3MB)
[23:37:32] ✓ helmet_pilot1.vtf: 1024x512 → 4096x2048 [AI] (5.3MB)
[23:37:32] ✓ helmet_pilot2.vtf: 1024x512 → 4096x2048 [AI] (5.3MB)
[23:37:32] ✓ helmet_pilot3.vtf: 1024x512 → 4096x2048 [AI] (5.3MB)
[23:37:32] ✓ helmet_pilot4.vtf: 1024x512 → 4096x2048 [AI] (5.3MB)
[23:37:32] ✓ helmet_pilot.vtf: 1024x512 → 4096x2048 [AI] (5.3MB)
[23:37:33] ✓ helmet_pilot1.vtf: 1024x512 → 4096x2048 [AI] (5.3MB)
[23:37:33] ✓ helmet_pilot2.vtf: 1024x512 → 4096x2048 [AI] (5.3MB)
[23:37:33] ✓ helmet_pilot3.vtf: 1024x512 → 4096x2048 [AI] (5.3MB)
[23:37:33] ✓ helmet_pilot4.vtf: 1024x512 → 4096x2048 [AI] (5.3MB)
[23:37:33] ✓ helmet_pilot5.vtf: 1024x512 → 4096x2048 [AI] (5.3MB)
[23:37:33] ✓ helmet_pilot.vtf: 1024x512 → 4096x2048 [AI] (5.3MB)
[23:37:35] ✓ helmet_pilot.vtf: 1024x512 → 4096x2048 [AI] (5.3MB)
[23:37:35] ✓ helmet_pilot.vtf: 1024x512 → 4096x2048 [AI] (5.3MB)
[23:37:36] ✓ helmet_pilot1.vtf: 1024x512 → 4096x2048 [AI] (5.3MB)
[23:37:36] ⚠ helmet_pilot2.vtf: 1024x512 → 4096x2048 [AI] (5.3MB) ⚠️ FLAT
[23:37:36] ✓ helmet_pilot.vtf: 1024x512 → 4096x2048 [AI] (5.3MB)
[23:37:36] ✓ helmet_pilot1.vtf: 1024x512 → 4096x2048 [AI] (5.3MB)
[23:37:39] ✓ helmet_pilot2.vtf: 1024x512 → 4096x2048 [AI] (5.3MB)
[23:37:39] ✓ helmet_pilot.vtf: 1024x512 → 4096x2048 [AI] (5.3MB)
[23:37:39] ✓ helmet_pilot1.vtf: 1024x512 → 4096x2048 [AI] (5.3MB)
[23:37:39] ✓ helmet_pilot2.vtf: 1024x512 → 4096x2048 [AI] (5.3MB)
[23:37:39] ✓ helmet_pilot3.vtf: 1024x512 → 4096x2048 [AI] (5.3MB)
[23:37:39] ✓ helmet_pilot4.vtf: 1024x512 → 4096x2048 [AI] (5.3MB)
[23:37:39] ✓ helmet_pilot6.vtf: 1024x512 → 4096x2048 [AI] (5.3MB)
[23:37:39] ✓ helmet_pilot7.vtf: 1024x512 → 4096x2048 [AI] (5.3MB)
[23:37:39] ✓ helmet_pilot.vtf: 1024x512 → 4096x2048 [AI] (5.3MB)
[23:37:39] ✓ helmet_pilot1.vtf: 1024x512 → 4096x2048 [AI] (5.3MB)
[23:37:39] ✓ helmet_pilot2.vtf: 1024x512 → 4096x2048 [AI] (5.3MB)
[23:37:39] ✓ helmet_pilot3.vtf: 1024x512 → 4096x2048 [AI] (5.3MB)
[23:37:39] ✓ helmet_pilot4.vtf: 1024x512 → 4096x2048 [AI] (5.3MB)
[23:37:39] ✓ helmet_pilot5.vtf: 1024x512 → 4096x2048 [AI] (5.3MB)
[23:37:41] ✓ clonehead.vtf: 1024x512 → 4096x2048 [AI] (5.3MB)
[23:37:43] ✓ st_trooper_head.vtf: 512x512 → 4096x4096 [AI] (21.3MB)
